city ,state,population,density,percent_nw,year,year_date,ind,number,type,type_detailed_year,type_detailed_all,condition,source,current,past,summary,gov_funding,procurement,legal_challenges,challenges_info,challenge_start,challenge_end,challenge_length_days,challenge_organization,foi,foi_name,lat,long
Aurora,Colorado,"366,623","2,356",53.7,2018,3/6/18,0,0,0,,,0,0,0,0,"2018 Aurora city council sub-committee meeting raised the idea of implementing some predictive policing program, but no course of action was charted.",,,9,,,,,,YES,Colorado Open Records Act,39.7294319,-104.83192
Anaheim,California,"352,497","7,021",75.8,2018,3/7/18,1,2,1,UNNAMED,UNNAMED; PredPol,5,1,1,1,"2017 Orange County Sheriff's Office uses predictive policing algorithms and has dedicated analysts for each of its cities (of which Anaheim is one) and unincorporated areas, this includes PredPol in at least some capacity.",,OCSO,0,,,,,,YES,California Public Records Act,33.8352932,-117.9145
Anaheim,California,"352,497","7,021",75.8,2018,3/8/18,2,2,2,PredPol,UNNAMED; PredPol,3,1,1,1,"2017 Orange County Sheriff's Office uses predictive policing algorithms and has dedicated analysts for each of its cities (of which Anaheim is one) and unincorporated areas, this includes PredPol in at least some capacity.",,OCSO,0,,,,,,YES,California Public Records Act,33.8352932,-117.9145
Honolulu,Hawaii,"350,395","5,815",81.3,2018,3/9/18,1,1,2,PredPol (via Caliber Public Saftey),PredPol (via Caliber Public Saftey),2,5,1,0,2018 Caliber Public Safety (a Record Management System used by Honolulu since at least 2017 to compile and present crime data) partnered with PredPol to add a predictive module to their suite of services. This is corroborated by the Honolulu Police Department 2018-19 budget which references grants to be used for predictive policing (no specification as to which software the grants are for).,,HPD,0,,,,,,YES; with relevant exceptions,Hawaii Uniform Information Practices Act,21.3069444,-157.85833
Santa Ana,California,"334,136","12,333",90.8,2018,3/10/18,1,2,1,UNNAMED,UNNAMED; PredPol,5,1,1,1,"2017 Orange County Sheriff's Office uses predictive policing algorithms and has dedicated analysts for each of its cities (of which Santa Ana is one) and unincorporated areas, this includes PredPol in at least some capacity.",,OCSO,0,,,,,,YES,California Public Records Act,33.7455731,-117.86783
Santa Ana,California,"334,136","12,333",90.8,2018,3/11/18,2,2,2,PredPol,UNNAMED; PredPol,3,1,1,1,"2017 Orange County Sheriff's Office uses predictive policing algorithms and has dedicated analysts for each of its cities (of which Santa Ana is one) and unincorporated areas, this includes PredPol in at least some capacity.",,OCSO,0,,,,,,YES,California Public Records Act,33.7455731,-117.86783
Riverside,California,"327,728","3,999",67,2018,3/12/18,0,0,0,,,0,0,0,0,2017 Riverside Police Department internal audit recommended the addition of predictive features to RPD's current Crime Analysis Unit. There is no publicly available information detailing any response to this recommendation.,,,9,,,,,,YES,California Public Records Act,33.9533487,-117.39616
Corpus Cristi,Texas,"325,605","1,866",71,2018,3/13/18,0,0,0,,,0,0,0,0,There is no publicly available information detailing Corpus Christi Police Department's use of predictive policing.,,,9,,,,,,YES,Texas Public Information Act,27.8005828,-97.396381
Lexington,Kentucky,"321,959","1,123",29,2018,3/14/18,0,0,0,,,0,0,0,0,"2017 KyOps, a crime data platform managed by LexisNexis, is reported as used by ""nearly every police department in Kentucky"". However, this is not enough to confirm the use of predictive policing in Lexington.",,,9,,,,,,YES; with state refusals,Kentucky Open Records Act,38.0405837,-84.503716
Stockton,California,"310,496","4,977",79.1,2018,3/15/18,1,2,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter); LexisNexis Accurint,2,5,1,1,2014 Stockton Police Department launched a predictive policing model with the use of BAIR Analytics ATACRAIDS; 2016 Stockton was listed as a success case in a LexisNexis white paper; 2017 Stockton purchased a BAIR Analytics system (itself purchased in 2015 by LexisNexis) which it appeared to be using in at least 2017; 2018 Stockton Police Department officer notes use of predictive policing in an investigation which would point towards continued use of LexisNexis Accurint. Also in 2018 ShotSpotter (a gunshot detection software used by Stockton) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,SPD,0,,,,,,YES,California Public Records Act,37.9577016,-121.29078
Stockton,California,"310,496","4,977",79.1,2018,3/16/18,2,2,5,LexisNexis Accurint,HunchLab (via ShotSpotter); LexisNexis Accurint,3,2,1,1,2014 Stockton Police Department launched a predictive policing model with the use of BAIR Analytics ATACRAIDS; 2016 Stockton was listed as a success case in a LexisNexis white paper; 2017 Stockton purchased a BAIR Analytics system (itself purchased in 2015 by LexisNexis) which it appeared to be using in at least 2017; 2018 Stockton Police Department officer notes use of predictive policing in an investigation which would point towards continued use of LexisNexis Accurint. Also in 2018 ShotSpotter (a gunshot detection software used by Stockton) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,SPD,0,,,,,,YES,California Public Records Act,37.9577016,-121.29078
St. Louis,Missouri,"308,626","5,023",56.5,2018,3/17/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,2,1,1,2015 St. Louis Police Department entered into a contract with HunchLab which appears to have been renewed through at least 2017. It is unclear if SLPD tried the software in 2014 before purchasing it.,,SLPD,0,,,,,,YES,Missouri Sunshine Law,38.6270025,-90.199404
St. Paul,Minnesota,"306,621","5,815",47.8,2018,3/18/18,0,0,0,,,0,0,0,0,2010 St. Paul Police Department out-going Chief says predictive policing is the way of the future. There are no publicly available documents detailing any implementation following his statements; 2013 St. Paul Police Department annual report sets a goal of deploying a predictive policing algorithm in the future. There are no publicly available documents detailing any implementation following this report.,,,9,,,,,,YES,Minnesota Data Practices Act,44.9537029,-93.089958
Henderson,Nevada,"302,539","2,798",32.6,2018,3/19/18,0,0,0,,,0,0,0,0,There is no publicly available information detailing the use of predictive policing in Henderson. ,,,9,,,,,,YES; with relevant exceptions,Nevada Open Records Act,36.0395247,-114.98172
Pittsburgh,Pennsylvania,"302,407","5,481",34.5,2018,3/20/18,1,2,1,CrimeScan,CrimeScan; HunchLab (via ShotSpotter),4,3,1,1,2016 Pittsburgh Police Department partnered with the Metro21 lab at Carnegie Melon University to test and roll out a predictive policing software called CrimeScan. The results were published in 2018; 2018 ShotSpotter (a gunshot detection software used by Pittsburgh) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,PPD,0,,,,,,YES; with relevant exceptions,Pennsilvania Right to Know Law,40.4406248,-79.995886
Pittsburgh,Pennsylvania,"302,407","5,481",34.5,2018,3/21/18,2,2,3,HunchLab (via ShotSpotter),CrimeScan; HunchLab (via ShotSpotter),2,5,1,1,2016 Pittsburgh Police Department partnered with the Metro21 lab at Carnegie Melon University to test and roll out a predictive policing software called CrimeScan. The results were published in 2018; 2018 ShotSpotter (a gunshot detection software used by Pittsburgh) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,PPD,0,,,,,,YES; with relevant exceptions,Pennsilvania Right to Know Law,40.4406248,-79.995886
Cincinnati,Ohio,"301,301","3,860",51,2018,3/22/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,0,2018 ShotSpotter (a gunshot detection software used by Cincinnati) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,CPD,0,,,,,,YES; with relevant exceptions,Ohio Open Records Law,39.1031182,-84.51202
Anchorage,Alaska,"294,356",175,41.5,2018,3/23/18,0,0,0,,,0,0,0,0,"2010 Anchorage Police Department had a crime analyst in house, but employed no predictive software; 2017 Anchorage Police Department launched an open data portal. This also lacked predictive capabilities.",,,9,,,,,,YES; with relevant exceptions,Alaska Public Records Act,61.2180556,-149.90028
Greensboro,North Carolina,"290,222","2,237",55.4,2018,3/24/18,0,0,0,,,0,0,0,1,2015 Greensboro Police Department conducted a trial of HunchLab. There are no publicly available documents indicating GPD's purchase of HunchLab following the trial; 2016 Greensboro Police Department internal report calls for additional research on the use of predictive policing software and the incorporation of Risk Terrain Modelling into its crime analytics. There are no publicly available documents to indicate that these recommendations lead to the implementation of any predictive policing program.,,GPD,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,36.0726354,-79.791975
Plano,Texas,"286,143","3,990",47.6,2018,3/25/18,0,0,0,,,0,0,9,9,"2015 Plano Police Department 2015-20 Strategic Plan advocates for the adoption of predictive policing and includes a 2015-16 budget addendum allocating $100000 for a ""predictive crime analysis software"". There are no publicly available documents indicating whether this money was used, and if so with which vendor and for how long.",,,9,,,,,,YES,Texas Public Information Act,33.0198431,-96.698886
